Aquasonic Clear 5 Liter Sonicpac   Each,CLEAR * 5 Liter Sonicpac© Each * World Standard for Medical Ultrasound Transmission  AQUASONIC 100 is the most widely used gel for diagnostic and therapeutic medical ultrasound * Recommended for all procedures where a viscous gel is required * Acoustically correct for the broad range of frequencies used * Completely aqueous  will not stain clothing or damage transducers * Unique can't be copied formula is hypoallergenic  bacteriostatic  non-sensitizing and non-irritating * No formaldehyde * Not a spermicide * Used and recommended by leading manufacturers of medical ultrasound equipment worldwide *,Mar-50,22.19,40.34,Electrotherapy,"Ultrasound Lotions, Gels, Accs",11.82,5,03-02.jpg,1330,16,16,9,,,,,,,,,,
Aquasonic Clear 5 Liter Econopac Cs/4,CLEAR * 5 Liter Econopac© Cs/4 * World Standard for Medical Ultrasound Transmission  AQUASONIC 100 is the most widely used gel for diagnostic and therapeutic medical ultrasound * Recommended for all procedures where a viscous gel is required * Acoustically correct for the broad range of frequencies used * Completely aqueous  will not stain clothing or damage transducers * Unique can't be copied formula is hypoallergenic  bacteriostatic  non-sensitizing and non-irritating * No formaldehyde * Not a spermicide * Used and recommended by leading manufacturers of medical ultrasound equipment worldwide *,Mar-54,79.57,144.67,Electrotherapy,"Ultrasound Lotions, Gels, Accs",48.1,20,03-54.jpg,1330,17,15,8,,,,,,,,,,
Table Paper Dispenser 18 -21,* Accommodates paper rolls from 18  (45.72cm) to 21  (53.34cm) wide,30,42.87,77.95,Physician Supplies,Table Paper & Accesories,0,0,030.jpg,1191,0,0,0,,,,,,,,,,
Paper Dispenser/Cutter Combo,Paper Dispenser accommodates paper rolls from 18  to 21  wide * Paper Cutter is clear plastic with elastic straps and buckle,34,55.84,101.53,Physician Supplies,Table Paper & Accesories,0,0,034.jpg,1191,0,0,0,,,,,,,,,,
Night Splint Adjustable Black Large Swede-O,Large Mens 10.5 + * Womens 11+ * Designed to provide relief from the pain and discomfort of Plantar Fasciitis and Achilles Tendonitis * Allows the patient to apply consistent stretch to the plantar fascia by holding the foot in gentle dorsiflexion * Adjusts from 90 degrees to 10 degrees dorsiflexion * Lightweight design and soft foam laminate for patient comfort while sleeping * Anti-slip sole for patient safety * Black * HCPCS Code: L4396 *,3914,47.16,85.74,Foot Care,Plantar Fasciitis Night Splint,3.5,0,03912.jpg,1109,9,7,5,,,,,,,,,,
Aircast Leg Brace Left 15.5,Designed to provide functional management of stress fractures and the graduated managament of certain stable fractures of the lower leg. * Features anatomically designed shells lined with the patented Duplex? aircell system. * The Leg Brace can be ordered alone or with an optional Anterior Panel for additional tibial protection. * A sock is included with each brace.  Features & Benefits: * Semi-rigid  anatomically designed shells to stabilize and protect the leg Patented Duplex? aircell system to enhance circulation and reduce swelling * Pre-Inflated aircells for easy application * Transfer of weight-bearing load to reduce causative forces of injury * Easy fit in shoes for early protected weight-bearing *Indication: Stress fracture; Stable fracture (graduated fracture managment),03AL,69.16,125.75,Orthopedic Care,Ankle Braces & Supports,0,0,03al.jpg,1018,0,0,0,,,,,,,,,,
Aircast Leg Brace Right 15.5,Shipping Carton Size: 18 L x 9 W x 5 H,03AR,69.16,125.75,Orthopedic Care,Ankle Braces & Supports,1.1,0,03ar.jpg,1018,0,0,0,,,,,,,,,,
Aquaflex Ultrasound Gel Pad 2 X 9 Cm Bx/6,* A 2cm x 9cm Bx/6 * aqueous  flexible  disposable ultrasound standoff for use in difficult to visualize and near field areas  or when gels alone won't do * Disposability eliminates the risk of cross contamination in diagnostic and therapeutic ultrasound procedures * Requires no gel  except in prolonged procedures * Requires only gentle  even pressure * Disposable Cushions sensitive areas * Hypoallergenic  bacteriostatic * Easy to use *,2-Apr,38.42,69.86,Electrotherapy,"Ultrasound Lotions, Gels, Accs",1.88,1,04-02.jpg,1330,9,9,8,,,,,,,,,,
21  Extra Height for Mat Table (option for 10025B C D),21  High * Maximum height for a mat platform * This is an option for our mat tables 10025B  10025C and 10025D,41,85.71,155.83,Physical Therapy,Mat Platforms,0,0,041.jpg,1191,0,0,0,,,,,,,,,,
Guardian Forearm Crutches Tall Adult (Pair),* Telescoping parts are manufactured with internal bushings and external lock nuts to provide totally silent usage. * Vinyl-coated  tapered  contoured arm cuffs mold to user for extra comfort. * Heavy-wall  high strength aluminum tubing. * Black components hide signs of wear and scratches. Patient Height Range : 5'10 - 6'6  Weight Capacity: 300 lb,5160,78.06,141.91,Mobility Products,Crutches - Forearm,0,3,05160.jpg,1507,0,0,0,,,,,,,,,,
Guardian Forearm Crutches Child size (Pair),Accomodates 3'2  - 4'6,5163,60.21,109.46,Mobility Products,Crutches - Forearm,4,2,05163.jpg,1507,0,0,0,,,,,,,,,,
Ceramic IR Heater 250 Watt for 19097A B C Lamps,PATIENT MODEL 250 WATT HEATING ELEMENT * Replacement 250 Watt Ceramic Generator * Features ceramic heaters that change color from coral to gray when energized * Nickel-chromium resistance wire embedded in ceramic casting provides uniform heat transmission  96% thermal efficiency with low  element surface temperature * Inner body of the element is filled with ceramic fiber insulation  which conserves energy  maximizes efficiency and minimizes heat build-up at the terminal area * Heat-up time is 3-9 minutes to reach 90% of maximum temperature * Height adjusts 35  to 58  * 250 Watt Lamp * Recommended for those patients requiring supplementary heat treatments at home * 12  flexible arm  3-conductor cord set  250W ceramic heater and protective screen *,54,105.38,191.61,Physician Supplies,Lamps - Heat Therapy / Warming,0,0,19097A.jpg,1173,0,0,0,,,,,,,,,,
Aircast Armband  Beige 8 -14,BEIGE * 8 -14  * For tennis elbow from racquet sports  golf and repetitive industrial activity * A comfortable foam-filled  inelastic band focuses compression on the extensor muscle/tendon complex * Significantly reduces EMG compared with conventional armbands * Effective with 86% of patients - according to a clinical study * One size fits most adults *,05A,15.11,27.47,Orthopedic Care,Golf-Tennis/ Elbow Supports,0.08,21,05a.jpg,1018,0,0,0,05a.jpg,,,,,,,,,
Aircast Armband Black 8 -14,BLACK * 8 -14  * For tennis elbow from racquet sports  golf and repetitive industrial activity * A comfortable foam-filled  inelastic band focuses compression on the extensor muscle/tendon complex * Significantly reduces EMG compared with conventional armbands * Effective with 86% of patients - according to a clinical study * One size fits most adults *,05AB,15.11,27.47,Orthopedic Care,Golf-Tennis/ Elbow Supports,0,20,05ab.jpg,1018,0,0,0,05ab.jpg,,,,,,,,,
Aircell only for 05A & 05A-B Aircast,A single  pre-inflated aircell  concentrates compression on the extensor muscle  not around the arm -- providing more support  less constriction.,05AC,3.3,6,Orthopedic Care,Golf-Tennis/ Elbow Supports,0,2,05AC.jpg,1018,0,0,0,,,,,,,,,,
Aircast Infrapatellar Knee Band  Black,The unique aircell focuses compression on the patellar tendon helping to relieve symptoms of Osgood Schlatter and patella tendonitis * Focusing the pressure helps decrease stress at the tibial tubercle * Foam padding for added comfort *,08A-B,23.05,41.91,Orthopedic Care,Knee Supports &Braces,0,0,08A-B.jpg,1018,0,0,0,,,,,,,,,,
Transeptic Cleansing Solution 250 ml  Bottle Bx/12,250mL Bottle  Bx/12 * Multi-purpose spray for professional use in cleansing ultrasound transducer/probe surfaces between procedures or as a cleaning step prior to sterilization * Will not cause transducer membrane swelling * Convenient clear spray dispenser * Does not contain phenol or glutaraldehyde * Accepted for use by manufacturers of ultrasound equipment *,25-Sep,76.45,138.99,Electrotherapy,"Ultrasound Lotions, Gels, Accs",6.94,2,09-25.jpg,1330,16,12,8,,,,,,,,,,
Universal Trochanter Belt,HCPC CODE: L0621,901,10.65,19.36,Orthopedic Care,Back Supports & Braces,0.3,4,0901.jpg,1314,8,5,2,,,,,,,,,,
Aircast Dorsal Night Splint Lrg/X-Lrg M 7.5-11 W 9-12.5,Optimal dorsiflexion adjustment for custom stretch * Maximum comfort for enhanced compliance * Easy to use - flexible hinge design and soft  pliable softgood * Cloth liner is removable and washable * Optional toe assist strap secures toes within forefoot area * Ideal for Plantar Fasciitis * Fits left or right foot,09DL,42.05,76.45,Foot Care,Plantar Fasciitis Night Splint,0,0,09ds.jpg,1018,0,0,0,,,,,,,,,,
Aircast Dorsal Night Splint Sm/Med M 5-9.5  W 6-10.5,Optimal dorsiflexion adjustment for custom stretch * Maximum comfort for enhanced compliance * Easy to use - flexible hinge design and soft  pliable softgood * Cloth liner is removable and washable * Optional toe assist strap secures toes within forefoot area * Ideal for Plantar Fasciitis * Fits left or right foot,09DS,42.05,76.45,Foot Care,Plantar Fasciitis Night Splint,0,0,09ds.jpg,1018,0,0,0,,,,,,,,,,
AirHeel Large M 10-13  W 11-15,SHOE SIZE: Large * MEN 10-13  WOMEN 11-15 *  An effective modality for the dynamic  functional treatment of plantar fasciitis and Achilles tendonitis * With each step  the Aircast AirHeel provides intermittent compression through an aircell under the plantar arch interacting with an aircell surrounding the Achilles tendon *These air-cells produce pulsating compression during ambulation that helps minimize swelling and discomfort  and provides rapid pain relief * Can be used for right or left foot * HCPCS Suggested Code: L2999,09L,37.33,67.87,Orthopedic Care,Ankle Braces & Supports,0,2,09s.jpg,1018,0,0,0,,,,,,,,,,
AirHeel Medium M 7-10  W 8-11,SHOE SIZE: Med * MEN 7-10  WOMEN 8-11 *  An effective modality for the dynamic  functional treatment of plantar fasciitis and Achilles tendonitis * With each step  the Aircast AirHeel provides intermittent compression through an aircell under the plantar arch interacting with an aircell surrounding the Achilles tendon *These air-cells produce pulsating compression during ambulation that helps minimize swelling and discomfort  and provides rapid pain relief * Can be used for right or left foot * HCPCS Suggested Code: L2999,09M,37.33,67.87,Orthopedic Care,Ankle Braces & Supports,0,0,09s.jpg,1018,0,0,0,,,,,,,,,,
Aircast AirHeel/DNS Care Kit Large,For persons 5' 4  and up * Length 10.5  (22 cm) * Fits right or left foot * The Aircast AirHeel/DNS Care Kit gives you round-the-clock relief for Plantar Fasciitis * For daytime  the unique Aircast AirHeel provides clinically-proven comfort and massaging relief for Plantar Fasciitis * Two interconnected aircells located under the foot arch and at the back of the heel apply pulsating compression with every step  help reduce swelling and discomfort  and enhance circulation * The AirHeel is made of lightweight  breathable fabric  and is simple to apply and to adjust with one strap * For nighttime  the Aircast Dorsal Night Splint delivers optimal comfort for pain relief for Plantar Fasciitis * The front-of-leg hard shell has a flexible hinge and is paired with a soft  adjustable wrap-around brace  making it easy to put on and remove * Foot angle is easy to adjust using the front strap,09PKL,75.77,137.76,Orthopedic Care,Ankle Braces & Supports,0,0,09pkl.jpg,1018,0,0,0,,,,,,,,,,
Aircast AirHeel/DNS Care Kit Medium,For persons 5' 2  to 5'6  * Length 9  (22 cm) * Fits right or left foot * The Aircast AirHeel/DNS Care Kit gives you round-the-clock relief for Plantar Fasciitis * For daytime  the unique Aircast AirHeel provides clinically-proven comfort and massaging relief for Plantar Fasciitis * Two interconnected aircells located under the foot arch and at the back of the heel apply pulsating compression with every step  help reduce swelling and discomfort  and enhance circulation * The AirHeel is made of lightweight  breathable fabric  and is simple to apply and to adjust with one strap * For nighttime  the Aircast Dorsal Night Splint delivers optimal comfort for pain relief for Plantar Fasciitis * The front-of-leg hard shell has a flexible hinge and is paired with a soft  adjustable wrap-around brace  making it easy to put on and remove * Foot angle is easy to adjust using the front strap * Fits right or left foot.,09PKM,74.31,135.1,Orthopedic Care,Ankle Braces & Supports,0,0,09pkm.jpg,1018,0,0,0,,,,,,,,,,
Aircast AirHeel/DNS Care Kit Small,For persons 5' 2  and under * Length 8.7  (22 cm) * Fits right or left foot * The Aircast AirHeel/DNS Care Kit gives you round-the-clock relief for Plantar Fasciitis * For daytime  the unique Aircast AirHeel provides clinically-proven comfort and massaging relief for Plantar Fasciitis * Two interconnected aircells located under the foot arch and at the back of the heel apply pulsating compression with every step  help reduce swelling and discomfort  and enhance circulation * The AirHeel is made of lightweight  breathable fabric  and is simple to apply and to adjust with one strap * For nighttime  the Aircast Dorsal Night Splint delivers optimal comfort for pain relief for Plantar Fasciitis * The front-of-leg hard shell has a flexible hinge and is paired with a soft  adjustable wrap-around brace  making it easy to put on and remove * Foot angle is easy to adjust using the front strap * Fits right or left foot.,09PKS,75.77,137.76,Orthopedic Care,Ankle Braces & Supports,0,0,09PKS.jpg,1018,0,0,0,,,,,,,,,,
AirHeel Small M 4-7  W 5-8,SHOE SIZE: Small * MEN 4-7  WOMEN 5-8 *  An effective modality for the dynamic  functional treatment of plantar fasciitis and Achilles tendonitis * With each step  the Aircast AirHeel provides intermittent compression through an aircell under the plantar arch interacting with an aircell surrounding the Achilles tendon *These air-cells produce pulsating compression during ambulation that helps minimize swelling and discomfort  and provides rapid pain relief * Can be used for right or left foot * HCPCS Suggested Code: L2999,09S,38.09,69.25,Orthopedic Care,Ankle Braces & Supports,0,6,09s.jpg,1018,0,0,0,,,,,,,,,,
Adult Inflation System For Baum Blood Pressure V-Lok,Adult  5 1/2  W x 21 L * Includes: Cuff  Latex Inflation Bag  Latex Bulb and Air-Flo® Control valve * For aneroid blood pressure units *,1-1820,35.67,64.86,Blood Pressure,B. P. Parts & Accessories,0.38,2,1-1820.jpg,1169,0,0,0,,,,,,,,,,
